ApsimVersion = 7.9 r0
Title = Masarik_CC_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        952.000        650.000        250.000            343.862                37.8          10.985                   0.000               108.999
     31/12/1995           1995        922.000        545.000        250.000            405.436                31.3           7.725                  47.508                 0.000
     31/12/1996           1996        824.000        532.000        250.000            221.724                16.9           7.639                   0.000               112.068
     31/12/1997           1997        818.000        564.000        250.000            436.795                38.6           8.826                  47.150                 0.000
     31/12/1998           1998       1023.000        561.000        250.000            275.924                19.9           7.225                   0.000               192.634
     31/12/1999           1999        965.000        539.000        250.000            412.572                61.0          14.796                   0.000               139.265
     31/12/2000           2000       1108.000        785.000        250.000            434.903                66.2          15.232                   0.000               117.666
     31/12/2001           2001       1148.000        773.000        250.000            450.634                72.7          16.136                   0.000                86.825
     31/12/2002           2002        745.000        409.000        250.000            335.236                53.5          15.960                   0.000               207.453
     31/12/2003           2003        904.000        416.000        250.000            368.143                76.1          20.674                   0.000               142.778
     31/12/2004           2004       1072.000        730.000        250.000            433.198                86.5          19.979                   0.000                89.344
     31/12/2005           2005        739.000        439.000        250.000            296.677                53.5          18.040                   0.000               227.012
     31/12/2006           2006       1081.000        679.000        250.000            438.116                92.5          21.116                   0.000               158.674
     31/12/2007           2007       1127.000        733.000        250.000            387.958                78.9          20.341                   0.000               193.175
     31/12/2008           2008       1272.000        713.000        250.000            510.233                97.6          19.123                   0.000               123.068
     31/12/2009           2009       1009.000        516.000        250.000            435.644                72.9          16.730                   0.000                98.807
     31/12/2010           2010       1110.000        834.000        250.000            414.310                84.2          20.330                   0.000               151.740
     31/12/2011           2011        867.000        407.000        250.000            381.189                86.8          22.770                   0.000               165.160
     31/12/2012           2012        705.500        378.000        250.000            271.595                76.0          27.994                   0.000               200.751
     31/12/2013           2013       1051.000        525.000        250.000            452.051               112.6          24.917                   0.000               155.801
     31/12/2014           2014        914.000        546.000        250.000            376.657                79.7          21.147                   0.000               107.070
     31/12/2015           2015       1014.000        591.000        250.000            376.908                89.5          23.755                   0.000               188.964
     31/12/2016           2016       1138.500        832.000        250.000            403.072                94.7          23.497                   0.000               168.125
     31/12/2017           2017        939.000        509.000        250.000            398.041                81.0          20.342                   0.000               156.925
     31/12/2018           2018       1193.000        768.000        250.000            447.567                99.0          22.131                   0.000               172.968
     31/12/2019           2019       1246.000        719.000        250.000            502.202               100.2          19.960                   0.000                96.642
