ApsimVersion = 7.9 r0
Title = Huggins_CC_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        668.000        460.000        250.000            442.511                67.8          15.323                   0.000               176.227
     31/12/1995           1995        876.000        544.000        250.000            548.769               136.0          24.780                  38.741                 0.000
     31/12/1996           1996        843.000        552.000        250.000            432.845                75.9          17.529                   0.000               189.722
     31/12/1997           1997        616.000        457.000        250.000            401.522                34.3           8.549                  55.216                 0.000
     31/12/1998           1998        646.000        454.000        250.000            361.861                27.0           7.457                   0.000               194.216
     31/12/1999           1999        552.000        395.000        250.000            350.011                29.6           8.469                   0.000               179.101
     31/12/2000           2000        686.000        503.000        250.000            422.815                65.3          15.439                   0.000               189.405
     31/12/2001           2001        798.000        398.000        250.000            545.079               114.9          21.086                   0.000               175.867
     31/12/2002           2002        612.000        467.000        250.000            390.255                90.7          23.233                   0.000               174.297
     31/12/2003           2003        523.000        369.000        250.000            360.590                80.4          22.297                   0.000               167.232
     31/12/2004           2004        720.500        510.000        250.000            439.046                94.2          21.452                   0.000               121.658
     31/12/2005           2005        864.000        651.000        250.000            510.298               146.9          28.795                   0.000               185.857
     31/12/2006           2006        676.000        478.000        250.000            456.857               108.4          23.730                   0.000               132.615
     31/12/2007           2007        711.000        540.000        250.000            491.791               155.2          31.566                   0.000               158.558
     31/12/2008           2008        634.000        386.000        250.000            433.089               122.7          28.325                   0.000               171.283
     31/12/2009           2009        651.000        501.000        250.000            427.170               124.1          29.050                   0.000               178.294
     31/12/2010           2010        960.000        760.000        250.000            547.534               136.2          24.867                   0.000               168.581
     31/12/2011           2011        615.000        382.000        250.000            448.201                70.8          15.802                   0.000               177.493
     31/12/2012           2012        687.500        460.000        250.000            429.407                81.9          19.067                   0.000               139.078
     31/12/2013           2013        576.000        368.000        250.000            449.870               152.3          33.857                   0.000               164.374
     31/12/2014           2014        711.000        486.000        250.000            464.728               129.0          27.751                   0.000               160.516
     31/12/2015           2015        792.000        601.000        250.000            442.808               140.3          31.688                   0.000               178.110
     31/12/2016           2016        968.500        758.000        250.000            537.620               173.0          32.177                   0.000               167.715
     31/12/2017           2017        809.000        649.000        250.000            468.065               106.0          22.636                   0.000               165.745
     31/12/2018           2018       1062.000        787.000        250.000            624.127               181.6          29.090                   0.000               173.009
     31/12/2019           2019        990.000        603.000        250.000            602.656               119.3          19.795                   0.000               179.049
