ApsimVersion = 7.9 r0
Title = Hoffman_CC_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994       1013.000        487.000        300.000            313.053                19.2           6.143                   0.000               168.410
     31/12/1995           1995        794.000        359.000        300.000            395.946                 8.6           2.167                  44.254                 0.000
     31/12/1996           1996        997.000        495.000        300.000            208.309                 3.7           1.767                   0.000               182.574
     31/12/1997           1997        838.000        356.000        300.000            492.064                 9.5           1.933                  55.629                 0.000
     31/12/1998           1998       1112.000        567.000        300.000            211.081                 3.4           1.627                   0.000               186.189
     31/12/1999           1999        847.000        395.000        300.000            373.591                10.8           2.901                   0.000               176.339
     31/12/2000           2000        970.000        625.000        300.000            285.058                78.1          27.415                   0.000               180.553
     31/12/2001           2001        977.000        650.000        300.000            363.228               108.6          29.898                   0.000               171.849
     31/12/2002           2002        960.000        436.000        300.000            404.913                91.3          22.558                   0.000               154.377
     31/12/2003           2003       1133.000        695.000        300.000            369.120               156.3          42.342                   0.000               156.744
     31/12/2004           2004       1117.000         96.000        300.000            485.897               182.1          37.485                   0.000               205.237
     31/12/2005           2005        990.000        544.000        300.000            534.962               117.5          21.958                   0.000               104.113
     31/12/2006           2006       1071.000        596.000        300.000            478.976               137.7          28.752                   0.000               168.506
     31/12/2007           2007       1088.000        502.000        300.000            421.562               146.1          34.658                   0.000               162.741
     31/12/2008           2008       1159.000        614.000        300.000            506.198               133.1          26.291                   0.000               204.524
     31/12/2009           2009       1107.000        483.000        300.000            497.186               135.2          27.191                   0.000               202.878
     31/12/2010           2010       1015.000        660.000        300.000            356.451               115.9          32.509                   0.000               169.104
     31/12/2011           2011       1348.000        683.000        300.000            638.674               190.5          29.828                   0.000               184.060
     31/12/2012           2012        871.500        581.000        300.000            233.634                73.7          31.557                   0.000                71.289
     31/12/2013           2013       1128.000        499.000        300.000            470.256               176.1          37.457                   0.000               164.572
     31/12/2014           2014       1287.000        800.000        300.000            602.189               219.4          36.442                   0.000               172.785
     31/12/2015           2015       1203.000        656.000        300.000            532.073               197.0          37.018                   0.000               174.061
     31/12/2016           2016        988.500        550.000        300.000            358.907                85.4          23.794                   0.000               163.564
     31/12/2017           2017       1279.000        702.000        300.000            559.032               180.8          32.337                   0.000               180.018
     31/12/2018           2018       1130.000        666.000        300.000            518.441               158.0          30.483                   0.000               173.050
     31/12/2019           2019       1040.000        392.000        300.000            541.206               112.5          20.778                   0.000               162.252
