ApsimVersion = 7.9 r0
Title = Gilmore_CC_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        767.000        578.000        250.000            323.416                35.0          10.827                   0.000               156.641
     31/12/1995           1995        788.000        462.000        250.000            446.885                42.4           9.492                  39.571                 0.000
     31/12/1996           1996        924.000        694.000        250.000            373.694                27.7           7.401                   0.000               182.515
     31/12/1997           1997        626.000        400.000        250.000            312.545                16.8           5.372                  48.222                 0.000
     31/12/1998           1998        965.000        681.000        250.000            434.105                28.2           6.502                   0.000               157.449
     31/12/1999           1999        787.000        421.000        250.000            454.270                41.0           9.028                   0.000               187.395
     31/12/2000           2000        625.000        399.000        250.000            319.360                73.7          23.086                   0.000               169.183
     31/12/2001           2001        861.000        510.000        250.000            493.457               106.1          21.502                   0.000               111.436
     31/12/2002           2002        774.000        623.000        250.000            351.000                80.2          22.845                   0.000               173.679
     31/12/2003           2003        733.000        432.000        250.000            403.573                98.0          24.295                   0.000               186.399
     31/12/2004           2004        858.500        542.000        250.000            498.557               111.7          22.401                   0.000               195.903
     31/12/2005           2005        802.000        535.000        250.000            427.325                88.8          20.769                   0.000               183.669
     31/12/2006           2006        696.000        487.000        250.000            384.970                96.6          25.087                   0.000               169.562
     31/12/2007           2007       1086.000        702.000        250.000            617.696               148.1          23.975                   0.000               161.846
     31/12/2008           2008       1001.000        678.000        250.000            589.148               124.9          21.199                   0.000               183.033
     31/12/2009           2009        817.000        605.000        250.000            446.629                90.8          20.330                   0.000               201.071
     31/12/2010           2010       1088.000        887.000        250.000            590.761               112.7          19.083                   0.000               169.003
     31/12/2011           2011        591.000        390.000        250.000            352.016                62.7          17.814                   0.000               142.263
     31/12/2012           2012        620.000        373.000        250.000            294.208                71.2          24.190                   0.000               174.859
     31/12/2013           2013        682.000        374.000        250.000            471.655               114.6          24.301                   0.000               148.969
     31/12/2014           2014        980.000        789.000        250.000            572.618               135.4          23.647                   0.000               164.884
     31/12/2015           2015       1137.000        717.000        250.000            635.482               134.0          21.094                   0.000               175.464
     31/12/2016           2016        899.000        663.000        250.000            439.354                87.8          19.976                   0.000               176.659
     31/12/2017           2017        758.000        520.000        250.000            433.939                96.5          22.231                   0.000               204.990
     31/12/2018           2018       1171.000        868.000        250.000            680.535               167.9          24.667                   0.000               168.286
     31/12/2019           2019        951.000        654.000        250.000            589.458               116.7          19.806                   0.000               170.568
