ApsimVersion = 7.9 r0
Title = RandIragCC_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        880.000        658.000        250.000            107.931                13.3          12.310                   0.000               155.876
     31/12/1995           1995       1051.000        718.000        250.000            411.641                59.8          14.517                  47.744                 0.000
     31/12/1996           1996        795.000        567.000        250.000            103.833                 2.1           2.061                   0.000               173.954
     31/12/1997           1997        687.000        424.000        250.000            233.138                 7.5           3.228                  47.380                 0.000
     31/12/1998           1998        891.000        652.000        250.000            138.326                 3.6           2.622                   0.000               195.060
     31/12/1999           1999        740.000        534.000        250.000            250.766                27.6          11.013                   0.000               185.812
     31/12/2000           2000        833.000        612.000        250.000            142.318                21.8          15.316                   0.000               162.142
     31/12/2001           2001        959.000        466.000        250.000            289.262                72.6          25.096                   0.000               126.235
     31/12/2002           2002        804.000        647.000        250.000            118.614                33.6          28.299                   0.000               157.948
     31/12/2003           2003        760.000        567.000        250.000            103.280                34.7          33.552                   0.000               164.874
     31/12/2004           2004        893.500        766.000        250.000            175.418                68.7          39.159                   0.000               141.842
     31/12/2005           2005       1005.000        795.000        250.000            178.060                51.4          28.884                   0.000               177.684
     31/12/2006           2006        731.000        522.000        250.000             82.965                26.4          31.785                   0.000               170.076
     31/12/2007           2007        917.000        662.000        250.000            239.334                86.5          36.151                   0.000               183.811
     31/12/2008           2008        815.000        567.000        250.000            153.806                53.8          34.969                   0.000               171.979
     31/12/2009           2009        869.000        680.000        250.000            151.934                55.2          36.306                   0.000               165.873
     31/12/2010           2010       1201.000       1038.000        250.000            257.272                75.6          29.394                   0.000               149.744
     31/12/2011           2011        829.000        539.000        250.000            253.466                51.0          20.114                   0.000               167.561
     31/12/2012           2012        825.000        580.000        250.000            121.100                32.8          27.116                   0.000               181.153
     31/12/2013           2013        821.000        542.000        250.000            187.829                87.9          46.792                   0.000               142.503
     31/12/2014           2014        819.000        602.000        250.000            194.035                86.9          44.765                   0.000               171.785
     31/12/2015           2015       1009.000        838.000        250.000            160.736                64.8          40.292                   0.000               171.277
     31/12/2016           2016       1027.000        802.000        250.000            177.814                68.2          38.361                   0.000               179.128
     31/12/2017           2017        894.000        753.000        250.000            122.417                45.8          37.419                   0.000               174.250
     31/12/2018           2018       1093.000        846.000        250.000            214.288                76.8          35.850                   0.000               157.014
     31/12/2019           2019       1325.000        802.000        250.000            415.890                91.4          21.971                   0.000               160.413
