ApsimVersion = 7.9 r0
Title = RandIragCC_56N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        880.000        658.000         56.000            107.931                13.3          12.310                   0.000               155.876
     31/12/1995           1995       1051.000        718.000         56.000            411.641                59.8          14.517                  47.744                 0.000
     31/12/1996           1996        795.000        567.000         56.000            103.833                 2.1           2.061                   0.000               173.954
     31/12/1997           1997        687.000        424.000         56.000            233.138                 7.5           3.228                  47.380                 0.000
     31/12/1998           1998        891.000        652.000         56.000            138.326                 3.6           2.622                   0.000               195.060
     31/12/1999           1999        740.000        534.000         56.000            254.642                21.7           8.531                   0.000               114.286
     31/12/2000           2000        833.000        612.000         56.000            134.332                 3.9           2.935                   0.000               126.379
     31/12/2001           2001        959.000        466.000         56.000            290.966                12.8           4.391                   0.000               103.532
     31/12/2002           2002        804.000        647.000         56.000            117.423                 2.9           2.488                   0.000               123.224
     31/12/2003           2003        760.000        567.000         56.000             92.029                 2.5           2.747                   0.000               112.487
     31/12/2004           2004        893.500        766.000         56.000            195.147                 6.6           3.363                   0.000                68.741
     31/12/2005           2005       1005.000        795.000         56.000            230.349                 2.9           1.261                   0.000                96.598
     31/12/2006           2006        731.000        522.000         56.000             95.253                 2.5           2.595                   0.000               104.170
     31/12/2007           2007        917.000        662.000         56.000            243.838                 5.7           2.319                   0.000               106.230
     31/12/2008           2008        815.000        567.000         56.000            152.354                 4.6           3.030                   0.000               116.232
     31/12/2009           2009        869.000        680.000         56.000            177.044                 1.9           1.088                   0.000                75.569
     31/12/2010           2010       1201.000       1038.000         56.000            339.525                 4.9           1.450                   0.000                67.483
     31/12/2011           2011        829.000        539.000         56.000            233.502                 8.0           3.419                   0.000               115.083
     31/12/2012           2012        825.000        580.000         56.000            115.301                 2.6           2.215                   0.000               123.834
     31/12/2013           2013        821.000        542.000         56.000            187.003                 9.2           4.946                   0.000                97.628
     31/12/2014           2014        819.000        602.000         56.000            192.734                 5.7           2.958                   0.000                83.025
     31/12/2015           2015       1009.000        838.000         56.000            213.900                 2.5           1.192                   0.000                97.402
     31/12/2016           2016       1027.000        802.000         56.000            199.639                 3.5           1.761                   0.000               116.054
     31/12/2017           2017        894.000        753.000         56.000            154.142                 2.7           1.734                   0.000               123.678
     31/12/2018           2018       1093.000        846.000         56.000            259.755                 3.3           1.281                   0.000                99.829
     31/12/2019           2019       1325.000        802.000         56.000            458.095                10.6           2.324                   0.000                98.717
