ApsimVersion = 7.9 r0
Title = Masarik_CC_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        952.000        650.000        224.000            343.862                37.8          10.985                   0.000               108.999
     31/12/1995           1995        922.000        545.000        224.000            405.436                31.3           7.725                  47.508                 0.000
     31/12/1996           1996        824.000        532.000        224.000            221.724                16.9           7.639                   0.000               112.068
     31/12/1997           1997        818.000        564.000        224.000            436.795                38.6           8.826                  47.150                 0.000
     31/12/1998           1998       1023.000        561.000        224.000            275.924                19.9           7.225                   0.000               192.634
     31/12/1999           1999        965.000        539.000        224.000            412.580                58.7          14.238                   0.000               139.213
     31/12/2000           2000       1108.000        785.000        224.000            435.933                54.9          12.588                   0.000               117.760
     31/12/2001           2001       1148.000        773.000        224.000            453.230                58.3          12.857                   0.000                84.080
     31/12/2002           2002        745.000        409.000        224.000            336.077                42.4          12.606                   0.000               207.306
     31/12/2003           2003        904.000        416.000        224.000            368.280                59.8          16.226                   0.000               142.752
     31/12/2004           2004       1072.000        730.000        224.000            433.845                69.0          15.897                   0.000                89.349
     31/12/2005           2005        739.000        439.000        224.000            296.616                40.3          13.597                   0.000               226.856
     31/12/2006           2006       1081.000        679.000        224.000            438.310                72.4          16.515                   0.000               158.588
     31/12/2007           2007       1127.000        733.000        224.000            389.192                62.5          16.068                   0.000               192.856
     31/12/2008           2008       1272.000        713.000        224.000            511.665                80.2          15.679                   0.000               122.967
     31/12/2009           2009       1009.000        516.000        224.000            435.526                56.3          12.931                   0.000                98.747
     31/12/2010           2010       1110.000        834.000        224.000            414.366                67.6          16.320                   0.000               151.709
     31/12/2011           2011        867.000        407.000        224.000            381.269                72.3          18.975                   0.000               165.008
     31/12/2012           2012        705.500        378.000        224.000            272.162                64.1          23.568                   0.000               201.086
     31/12/2013           2013       1051.000        525.000        224.000            455.791                93.8          20.574                   0.000               155.048
     31/12/2014           2014        914.000        546.000        224.000            377.941                62.6          16.571                   0.000               107.154
     31/12/2015           2015       1014.000        591.000        224.000            376.794                70.9          18.815                   0.000               188.937
     31/12/2016           2016       1138.500        832.000        224.000            404.283                76.6          18.958                   0.000               167.778
     31/12/2017           2017        939.000        509.000        224.000            399.881                67.1          16.773                   0.000               156.842
     31/12/2018           2018       1193.000        768.000        224.000            448.787                79.6          17.731                   0.000               172.723
     31/12/2019           2019       1246.000        719.000        224.000            503.417                81.8          16.242                   0.000                96.624
