ApsimVersion = 7.9 r0
Title = Huggins_CC_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        668.000        460.000        300.000            442.511                67.8          15.323                   0.000               176.227
     31/12/1995           1995        876.000        544.000        300.000            548.769               136.0          24.780                  38.741                 0.000
     31/12/1996           1996        843.000        552.000        300.000            432.845                75.9          17.529                   0.000               189.722
     31/12/1997           1997        616.000        457.000        300.000            401.522                34.3           8.549                  55.216                 0.000
     31/12/1998           1998        646.000        454.000        300.000            361.861                27.0           7.457                   0.000               194.216
     31/12/1999           1999        552.000        395.000        300.000            350.010                30.8           8.807                   0.000               179.109
     31/12/2000           2000        686.000        503.000        300.000            420.565                87.2          20.733                   0.000               189.422
     31/12/2001           2001        798.000        398.000        300.000            543.094               163.7          30.142                   0.000               175.879
     31/12/2002           2002        612.000        467.000        300.000            389.577               129.0          33.112                   0.000               174.316
     31/12/2003           2003        523.000        369.000        300.000            360.604               115.6          32.049                   0.000               167.227
     31/12/2004           2004        720.500        510.000        300.000            438.974               142.9          32.560                   0.000               121.695
     31/12/2005           2005        864.000        651.000        300.000            510.363               212.7          41.676                   0.000               185.870
     31/12/2006           2006        676.000        478.000        300.000            456.843               145.3          31.797                   0.000               132.611
     31/12/2007           2007        711.000        540.000        300.000            490.926               203.4          41.441                   0.000               158.617
     31/12/2008           2008        634.000        386.000        300.000            432.717               162.1          37.472                   0.000               171.260
     31/12/2009           2009        651.000        501.000        300.000            427.203               178.5          41.774                   0.000               178.296
     31/12/2010           2010        960.000        760.000        300.000            548.028               195.0          35.580                   0.000               168.334
     31/12/2011           2011        615.000        382.000        300.000            447.634                93.9          20.980                   0.000               177.472
     31/12/2012           2012        687.500        460.000        300.000            429.395               114.6          26.691                   0.000               139.060
     31/12/2013           2013        576.000        368.000        300.000            449.675               199.1          44.281                   0.000               164.350
     31/12/2014           2014        711.000        486.000        300.000            463.455               169.2          36.517                   0.000               160.545
     31/12/2015           2015        792.000        601.000        300.000            443.535               201.6          45.462                   0.000               183.155
     31/12/2016           2016        968.500        758.000        300.000            538.585               236.4          43.889                   0.000               167.638
     31/12/2017           2017        809.000        649.000        300.000            467.676               137.6          29.429                   0.000               165.768
     31/12/2018           2018       1062.000        787.000        300.000            623.796               238.8          38.289                   0.000               173.068
     31/12/2019           2019        990.000        603.000        300.000            602.078               158.3          26.296                   0.000               179.090
