ApsimVersion = 7.9 r0
Title = Gold_CS_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        910.000        541.000        300.000            185.503                14.8           7.993                  19.150                 0.000
     31/12/1995           1995        731.000        356.000        300.000            105.134                 8.6           8.133                   0.000               131.943
     31/12/1996           1996        968.000        504.000        300.000            210.108                12.4           5.880                  44.194                 0.000
     31/12/1997           1997        780.000        435.000        300.000             63.916                 0.7           1.051                   0.000               159.271
     31/12/1998           1998        710.000        282.000        300.000            165.903                 2.1           1.277                  45.527                 0.000
     31/12/1999           1999        796.000        454.000        300.000             81.656                 4.5           5.455                   0.000               197.187
     31/12/2000           2000        898.000        516.000        300.000            140.661                15.3          10.896                  31.855                 0.000
     31/12/2001           2001        791.000        517.000        300.000            127.811                22.0          17.222                   0.000               169.410
     31/12/2002           2002        807.000        432.000        300.000             69.667                17.9          25.632                  61.332                 0.000
     31/12/2003           2003        709.000        292.000        300.000            119.824                16.6          13.823                   0.000               147.950
     31/12/2004           2004        863.000        465.000        300.000            162.609                25.8          15.836                  52.235                 0.000
     31/12/2005           2005        797.000        417.000        300.000            121.245                14.7          12.091                   0.000               169.480
     31/12/2006           2006       1062.000        629.000        300.000            193.818                37.8          19.486                  49.910                 0.000
     31/12/2007           2007        820.000        481.000        300.000             97.153                11.9          12.210                   0.000               175.537
     31/12/2008           2008       1033.000        587.000        300.000            202.290                35.9          17.767                  35.115                 0.000
     31/12/2009           2009        861.000        451.000        300.000             85.641                 7.7           9.031                   0.000               146.880
     31/12/2010           2010        678.000        445.000        300.000             55.306                 8.5          15.352                  54.009                 0.000
     31/12/2011           2011        979.000        530.000        300.000            132.619                18.8          14.167                   0.000               135.420
     31/12/2012           2012        823.500        527.000        300.000             64.634                11.6          17.933                  56.509                 0.000
     31/12/2013           2013        967.000        436.000        300.000            196.036                24.4          12.445                   0.000               143.517
     31/12/2014           2014        950.000        527.000        300.000            140.431                29.1          20.721                  41.184                 0.000
     31/12/2015           2015        813.000        542.000        300.000             59.472                10.8          18.241                   0.000               157.906
     31/12/2016           2016        956.000        463.000        300.000            152.234                33.3          21.842                  54.437                 0.000
     31/12/2017           2017        946.000        443.000        300.000            144.791                14.6          10.103                   0.000               167.359
     31/12/2018           2018        868.000        451.000        300.000            144.671                31.2          21.544                  52.099                 0.000
     31/12/2019           2019       1070.000        541.000        300.000            146.677                24.0          16.396                   0.000               125.408
