ApsimVersion = 7.9 r0
Title = Masarik_CS_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        952.000        650.000        300.000            367.085                15.2           4.131                  33.789                 0.000
     31/12/1995           1995        922.000        545.000        300.000            265.820                27.2          10.237                   0.000               129.624
     31/12/1996           1996        824.000        532.000        300.000            424.791                43.3          10.187                  50.416                 0.000
     31/12/1997           1997        818.000        564.000        300.000            236.213                19.2           8.123                   0.000                97.499
     31/12/1998           1998       1023.000        561.000        300.000            464.013                44.7           9.629                  59.399                 0.000
     31/12/1999           1999        965.000        539.000        300.000            261.899                22.4           8.565                   0.000               198.165
     31/12/2000           2000       1108.000        785.000        300.000            479.335                69.1          14.414                  30.419                 0.000
     31/12/2001           2001       1148.000        773.000        300.000            310.351                54.0          17.400                   0.000               147.206
     31/12/2002           2002        745.000        409.000        300.000            335.713                56.2          16.735                  66.228                 0.000
     31/12/2003           2003        904.000        416.000        300.000            271.818                32.0          11.763                   0.000               186.521
     31/12/2004           2004       1072.000        722.000        300.000            499.487                51.4          10.283                  53.973                 0.000
     31/12/2005           2005        739.000        439.000        300.000            209.314                23.7          11.344                   0.000               235.315
     31/12/2006           2006       1081.000        679.000        300.000            488.176                60.3          12.349                  68.546                 0.000
     31/12/2007           2007       1127.000        733.000        300.000            310.157                33.2          10.689                   0.000               199.026
     31/12/2008           2008       1272.000        713.000        300.000            581.601                64.6          11.107                  42.206                 0.000
     31/12/2009           2009       1009.000        516.000        300.000            302.894                32.5          10.744                   0.000               142.213
     31/12/2010           2010       1110.000        831.000        300.000            468.283                55.5          11.862                  52.884                 0.000
     31/12/2011           2011        867.000        407.000        300.000            293.466                39.8          13.547                   0.000               184.071
     31/12/2012           2012        705.500        378.000        300.000            261.704                44.9          17.142                  70.405                 0.000
     31/12/2013           2013       1051.000        525.000        300.000            340.742                29.1           8.528                   0.000               173.791
     31/12/2014           2014        914.000        546.000        300.000            432.412                58.6          13.545                  52.731                 0.000
     31/12/2015           2015       1014.000        591.000        300.000            264.750                38.1          14.409                   0.000               211.902
     31/12/2016           2016       1138.500        832.000        300.000            467.259                55.5          11.886                  62.125                 0.000
     31/12/2017           2017        939.000        509.000        300.000            282.627                28.1           9.931                   0.000               170.816
     31/12/2018           2018       1193.000        767.000        300.000            531.327                67.3          12.667                  54.785                 0.000
     31/12/2019           2019       1246.000        719.000        300.000            384.589                52.6          13.669                   0.000               127.850
