ApsimVersion = 7.9 r0
Title = RandIragCS_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        880.000        657.000        250.000             83.669                 8.7          10.451                  68.387                 0.000
     31/12/1995           1995       1051.000        719.000        250.000            157.998                 8.9           5.639                   0.000               146.636
     31/12/1996           1996        795.000        566.000        250.000            269.041                20.1           7.455                  61.136                 0.000
     31/12/1997           1997        687.000        425.000        250.000             36.301                 0.8           2.298                   0.000               126.450
     31/12/1998           1998        891.000        652.000        250.000            214.367                18.3           8.523                  80.099                 0.000
     31/12/1999           1999        740.000        534.000        250.000             34.057                 1.4           4.106                   0.000               159.867
     31/12/2000           2000        833.000        608.000        250.000            297.660                61.4          20.629                  14.990                 0.000
     31/12/2001           2001        959.000        466.000        250.000            172.069                29.4          17.093                   0.000               128.218
     31/12/2002           2002        804.000        643.000        250.000            225.709                77.3          34.266                  68.513                 0.000
     31/12/2003           2003        760.000        567.000        250.000             45.569                 2.0           4.431                   0.000               167.658
     31/12/2004           2004        893.500        765.000        250.000            372.126                58.4          15.691                  37.764                 0.000
     31/12/2005           2005       1005.000        795.000        250.000            102.338                18.6          18.146                   0.000               176.761
     31/12/2006           2006        731.000        521.000        250.000            187.744                50.1          26.688                  80.511                 0.000
     31/12/2007           2007        917.000        662.000        250.000            158.989                11.3           7.120                   0.000               182.191
     31/12/2008           2008        815.000        566.000        250.000            247.155                53.9          21.813                  61.409                 0.000
     31/12/2009           2009        869.000        680.000        250.000             97.784                11.9          12.135                   0.000               168.880
     31/12/2010           2010       1201.000       1032.000        250.000            442.635                57.7          13.042                  70.136                 0.000
     31/12/2011           2011        829.000        539.000        250.000            145.042                 5.6           3.856                   0.000               165.432
     31/12/2012           2012        825.000        579.000        250.000            249.084                56.2          22.571                  71.375                 0.000
     31/12/2013           2013        821.000        542.000        250.000            122.189                 6.0           4.884                   0.000               140.431
     31/12/2014           2014        819.000        601.000        250.000            326.769                67.0          20.518                  54.353                 0.000
     31/12/2015           2015       1009.000        838.000        250.000             86.734                13.9          16.079                   0.000               177.056
     31/12/2016           2016       1027.000        800.000        250.000            282.126                59.3          21.023                  79.158                 0.000
     31/12/2017           2017        894.000        753.000        250.000             64.585                 6.9          10.638                   0.000               163.142
     31/12/2018           2018       1093.000        845.000        250.000            357.680                60.3          16.861                  70.979                 0.000
     31/12/2019           2019       1325.000        802.000        250.000            307.491                21.1           6.864                   0.000               161.296
