ApsimVersion = 7.9 r0
Title = Gilmore_CS_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        767.000        576.000        250.000            290.416                17.4           5.992                  46.784                 0.000
     31/12/1995           1995        788.000        462.000        250.000            373.469                34.8           9.324                   0.000               156.697
     31/12/1996           1996        924.000        694.000        250.000            495.972                34.6           6.970                  42.759                 0.000
     31/12/1997           1997        626.000        400.000        250.000            253.114                11.9           4.706                   0.000               166.755
     31/12/1998           1998        965.000        681.000        250.000            514.256                27.9           5.421                  41.212                 0.000
     31/12/1999           1999        787.000        421.000        250.000            351.166                27.4           7.813                   0.000               187.508
     31/12/2000           2000        625.000        398.000        250.000            264.822                40.3          15.224                  35.020                 0.000
     31/12/2001           2001        861.000        510.000        250.000            382.739                63.1          16.478                   0.000               117.123
     31/12/2002           2002        774.000        623.000        250.000            326.363                43.8          13.436                  46.682                 0.000
     31/12/2003           2003        733.000        432.000        250.000            321.568                42.9          13.327                   0.000               184.262
     31/12/2004           2004        858.500        406.000        250.000            458.571                54.7          11.928                  40.348                 0.000
     31/12/2005           2005        802.000        535.000        250.000            300.088                40.2          13.409                   0.000               183.873
     31/12/2006           2006        696.000        464.000        250.000            335.119                46.8          13.966                  47.352                 0.000
     31/12/2007           2007       1086.000        702.000        250.000            526.876                68.6          13.021                   0.000               161.529
     31/12/2008           2008       1001.000        678.000        250.000            588.998                53.4           9.071                  49.916                 0.000
     31/12/2009           2009        817.000        605.000        250.000            344.545                44.7          12.975                   0.000               196.709
     31/12/2010           2010       1088.000        876.000        250.000            596.984                37.7           6.318                  45.482                 0.000
     31/12/2011           2011        591.000        390.000        250.000            255.044                26.8          10.490                   0.000               151.711
     31/12/2012           2012        620.000        373.000        250.000            239.928                41.9          17.475                  55.909                 0.000
     31/12/2013           2013        682.000        374.000        250.000            394.487                33.5           8.479                   0.000               157.246
     31/12/2014           2014        980.000        777.000        250.000            571.213                46.0           8.058                  37.876                 0.000
     31/12/2015           2015       1137.000        717.000        250.000            520.294                84.2          16.190                   0.000               178.574
     31/12/2016           2016        899.000        660.000        250.000            411.424                34.1           8.289                  48.657                 0.000
     31/12/2017           2017        758.000        520.000        250.000            346.788                40.6          11.707                   0.000               204.454
     31/12/2018           2018       1171.000        867.000        250.000            674.589                61.7           9.139                  46.154                 0.000
     31/12/2019           2019        951.000        654.000        250.000            491.795                66.4          13.498                   0.000               171.203
