ApsimVersion = 7.9 r0
Title = Huggins_CS_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        668.000        460.000        300.000            437.761                50.7          11.573                  56.686                 0.000
     31/12/1995           1995        876.000        544.000        300.000            465.494               104.7          22.494                   0.000               129.250
     31/12/1996           1996        843.000        552.000        300.000            508.993                79.3          15.584                  59.005                 0.000
     31/12/1997           1997        616.000        457.000        300.000            334.211                21.0           6.282                   0.000               181.633
     31/12/1998           1998        646.000        454.000        300.000            371.187                28.1           7.561                  64.428                 0.000
     31/12/1999           1999        552.000        395.000        300.000            280.861                20.0           7.135                   0.000               174.528
     31/12/2000           2000        686.000        503.000        300.000            395.863                83.9          21.202                  20.330                 0.000
     31/12/2001           2001        798.000        398.000        300.000            455.708               140.9          30.919                   0.000               176.163
     31/12/2002           2002        612.000        467.000        300.000            369.551                84.1          22.769                  52.878                 0.000
     31/12/2003           2003        523.000        369.000        300.000            305.681                29.9           9.782                   0.000               163.227
     31/12/2004           2004        720.500        475.000        300.000            462.081                57.9          12.533                  38.718                 0.000
     31/12/2005           2005        864.000        651.000        300.000            443.141                82.9          18.699                   0.000               178.720
     31/12/2006           2006        676.000        478.000        300.000            421.677                62.9          14.917                  57.372                 0.000
     31/12/2007           2007        711.000        540.000        300.000            425.636                73.9          17.357                   0.000               158.824
     31/12/2008           2008        634.000        386.000        300.000            418.173                65.2          15.597                  64.300                 0.000
     31/12/2009           2009        651.000        501.000        300.000            364.446                60.2          16.516                   0.000               180.210
     31/12/2010           2010        960.000        758.000        300.000            516.885                49.9           9.657                  54.183                 0.000
     31/12/2011           2011        615.000        382.000        300.000            375.481                24.8           6.607                   0.000               177.187
     31/12/2012           2012        687.500        460.000        300.000            380.414                70.0          18.414                  57.482                 0.000
     31/12/2013           2013        576.000        368.000        300.000            396.615                49.7          12.525                   0.000               160.988
     31/12/2014           2014        711.000        486.000        300.000            468.937                84.3          17.971                  55.479                 0.000
     31/12/2015           2015        792.000        601.000        300.000            377.738                72.4          19.179                   0.000               191.177
     31/12/2016           2016        968.500        758.000        300.000            524.650                67.6          12.888                  52.961                 0.000
     31/12/2017           2017        809.000        649.000        300.000            379.623                60.3          15.874                   0.000               165.990
     31/12/2018           2018       1062.000        787.000        300.000            621.659               101.8          16.373                  48.165                 0.000
     31/12/2019           2019        990.000        603.000        300.000            522.584                82.5          15.789                   0.000               172.883
