ApsimVersion = 7.9 r0
Title = Gilmore_CS_224N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        767.000        576.000        224.000            290.416                17.4           5.992                  46.784                 0.000
     31/12/1995           1995        788.000        462.000        224.000            373.469                34.8           9.324                   0.000               156.697
     31/12/1996           1996        924.000        694.000        224.000            495.972                34.6           6.970                  42.759                 0.000
     31/12/1997           1997        626.000        400.000        224.000            253.114                11.9           4.706                   0.000               166.755
     31/12/1998           1998        965.000        681.000        224.000            514.256                27.9           5.421                  41.212                 0.000
     31/12/1999           1999        787.000        421.000        224.000            351.118                25.9           7.370                   0.000               187.463
     31/12/2000           2000        625.000        398.000        224.000            264.815                35.6          13.438                  35.021                 0.000
     31/12/2001           2001        861.000        510.000        224.000            382.738                55.5          14.500                   0.000               117.016
     31/12/2002           2002        774.000        623.000        224.000            326.392                37.2          11.394                  46.682                 0.000
     31/12/2003           2003        733.000        432.000        224.000            321.538                36.2          11.251                   0.000               184.164
     31/12/2004           2004        858.500        406.000        224.000            466.559                45.9           9.847                  40.319                 0.000
     31/12/2005           2005        802.000        535.000        224.000            299.995                34.4          11.452                   0.000               183.738
     31/12/2006           2006        696.000        464.000        224.000            334.986                39.8          11.871                  47.352                 0.000
     31/12/2007           2007       1086.000        702.000        224.000            527.202                56.9          10.787                   0.000               161.477
     31/12/2008           2008       1001.000        678.000        224.000            595.087                46.3           7.787                  49.849                 0.000
     31/12/2009           2009        817.000        605.000        224.000            344.359                38.0          11.027                   0.000               196.633
     31/12/2010           2010       1088.000        876.000        224.000            603.490                31.5           5.226                  45.459                 0.000
     31/12/2011           2011        591.000        390.000        224.000            254.971                24.1           9.465                   0.000               151.680
     31/12/2012           2012        620.000        373.000        224.000            240.069                36.8          15.346                  55.909                 0.000
     31/12/2013           2013        682.000        374.000        224.000            394.551                29.9           7.587                   0.000               157.090
     31/12/2014           2014        980.000        777.000        224.000            575.393                37.5           6.513                  37.850                 0.000
     31/12/2015           2015       1137.000        717.000        224.000            520.226                73.1          14.057                   0.000               178.487
     31/12/2016           2016        899.000        660.000        224.000            412.505                29.8           7.227                  48.651                 0.000
     31/12/2017           2017        758.000        520.000        224.000            346.842                35.7          10.292                   0.000               204.333
     31/12/2018           2018       1171.000        867.000        224.000            677.173                53.5           7.897                  46.193                 0.000
     31/12/2019           2019        951.000        654.000        224.000            491.956                59.1          12.008                   0.000               171.127
