ApsimVersion = 7.9 r0
Title = Gilmore_CS_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        767.000        576.000        300.000            290.416                17.4           5.992                  46.784                 0.000
     31/12/1995           1995        788.000        462.000        300.000            373.469                34.8           9.324                   0.000               156.697
     31/12/1996           1996        924.000        694.000        300.000            495.972                34.6           6.970                  42.759                 0.000
     31/12/1997           1997        626.000        400.000        300.000            253.114                11.9           4.706                   0.000               166.755
     31/12/1998           1998        965.000        681.000        300.000            514.256                27.9           5.421                  41.212                 0.000
     31/12/1999           1999        787.000        421.000        300.000            351.253                30.4           8.660                   0.000               187.594
     31/12/2000           2000        625.000        398.000        300.000            264.744                49.4          18.666                  35.024                 0.000
     31/12/2001           2001        861.000        510.000        300.000            382.730                77.5          20.258                   0.000               117.287
     31/12/2002           2002        774.000        623.000        300.000            326.193                56.9          17.451                  46.681                 0.000
     31/12/2003           2003        733.000        432.000        300.000            321.583                56.3          17.493                   0.000               184.405
     31/12/2004           2004        858.500        406.000        300.000            451.081                73.3          16.240                  40.360                 0.000
     31/12/2005           2005        802.000        535.000        300.000            300.184                52.7          17.562                   0.000               184.039
     31/12/2006           2006        696.000        464.000        300.000            335.247                61.4          18.311                  47.352                 0.000
     31/12/2007           2007       1086.000        702.000        300.000            526.841                92.2          17.504                   0.000               161.588
     31/12/2008           2008       1001.000        678.000        300.000            582.106                68.0          11.684                  49.984                 0.000
     31/12/2009           2009        817.000        605.000        300.000            344.581                57.6          16.707                   0.000               196.858
     31/12/2010           2010       1088.000        876.000        300.000            587.246                49.6           8.449                  45.503                 0.000
     31/12/2011           2011        591.000        390.000        300.000            255.135                31.9          12.497                   0.000               151.756
     31/12/2012           2012        620.000        373.000        300.000            239.807                51.9          21.662                  55.909                 0.000
     31/12/2013           2013        682.000        374.000        300.000            394.161                40.7          10.330                   0.000               157.546
     31/12/2014           2014        980.000        777.000        300.000            569.661                65.4          11.486                  37.887                 0.000
     31/12/2015           2015       1137.000        717.000        300.000            520.317               106.6          20.491                   0.000               178.737
     31/12/2016           2016        899.000        660.000        300.000            409.784                43.6          10.647                  48.665                 0.000
     31/12/2017           2017        758.000        520.000        300.000            346.690                51.3          14.799                   0.000               204.659
     31/12/2018           2018       1171.000        867.000        300.000            673.369                80.1          11.896                  45.157                 0.000
     31/12/2019           2019        951.000        654.000        300.000            491.765                82.8          16.828                   0.000               171.345
