ApsimVersion = 7.9 r0
Title = Kladivko_CS_300N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994       1015.000        390.000        300.000            110.068                 9.8           8.861                  33.022                 0.000
     31/12/1995           1995       1221.000        556.000        300.000             43.081                 5.8          13.473                   0.000               166.183
     31/12/1996           1996       1431.000        431.000        300.000            395.046                13.1           3.327                  33.303                 0.000
     31/12/1997           1997       1170.000        592.000        300.000             49.852                 2.4           4.868                   0.000               201.163
     31/12/1998           1998       1294.000        614.000        300.000            303.446                 3.1           1.031                  18.891                 0.000
     31/12/1999           1999        946.000        354.000        300.000             77.067                13.2          17.069                   0.000               189.270
     31/12/2000           2000       1400.000        728.000        300.000            161.072                25.1          15.585                  55.806                 0.000
     31/12/2001           2001       1285.000        851.000        300.000            124.371                29.6          23.829                   0.000               148.465
     31/12/2002           2002       1401.000        554.000        300.000            326.915                17.8           5.458                  44.794                 0.000
     31/12/2003           2003       1319.000        709.000        300.000             98.575                19.1          19.397                   0.000               170.948
     31/12/2004           2004       1383.500        753.000        300.000            259.521                23.2           8.924                  60.429                 0.000
     31/12/2005           2005       1240.000        597.000        300.000            125.456                15.9          12.675                   0.000               102.564
     31/12/2006           2006       1535.000        801.000        300.000            271.410                28.3          10.414                  45.211                 0.000
     31/12/2007           2007       1138.000        467.000        300.000            139.987                26.6          19.024                   0.000               176.603
     31/12/2008           2008       1515.000        595.000        300.000            376.800                36.5           9.685                  65.025                 0.000
     31/12/2009           2009       1395.000        890.000        300.000             26.978                12.2          45.215                   0.000               171.414
     31/12/2010           2010        964.000        494.000        300.000             98.480                12.5          12.739                  37.138                 0.000
     31/12/2011           2011       1489.000        403.000        300.000            304.506                53.8          17.675                   0.000               205.060
     31/12/2012           2012        981.000        463.000        300.000             90.056                10.6          11.722                  56.689                 0.000
     31/12/2013           2013       1237.000        550.000        300.000             72.915                16.9          23.119                   0.000               172.339
     31/12/2014           2014       1271.000        669.000        300.000            170.910                19.9          11.616                  55.671                 0.000
     31/12/2015           2015       1390.000        710.000        300.000            157.682                50.2          31.832                   0.000               160.477
     31/12/2016           2016       1305.000        666.000        300.000            116.521                10.4           8.940                  41.279                 0.000
     31/12/2017           2017       1413.000        656.000        300.000            106.305                27.3          25.716                   0.000               208.651
     31/12/2018           2018       1487.000        737.000        300.000            223.719                20.9           9.323                  49.943                 0.000
     31/12/2019           2019       1419.000        497.000        300.000            188.303                24.0          12.742                   0.000               166.704
