ApsimVersion = 7.9 r0
Title = Gold_CS_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        910.000        541.000        250.000            185.503                14.8           7.993                  19.150                 0.000
     31/12/1995           1995        731.000        356.000        250.000            105.134                 8.6           8.133                   0.000               131.943
     31/12/1996           1996        968.000        504.000        250.000            210.108                12.4           5.880                  44.194                 0.000
     31/12/1997           1997        780.000        435.000        250.000             63.916                 0.7           1.051                   0.000               159.271
     31/12/1998           1998        710.000        282.000        250.000            165.903                 2.1           1.277                  45.527                 0.000
     31/12/1999           1999        796.000        454.000        250.000             81.666                 3.7           4.555                   0.000               197.143
     31/12/2000           2000        898.000        516.000        250.000            140.805                10.3           7.323                  31.852                 0.000
     31/12/2001           2001        791.000        517.000        250.000            127.821                16.0          12.480                   0.000               169.416
     31/12/2002           2002        807.000        432.000        250.000             69.728                13.2          18.956                  61.340                 0.000
     31/12/2003           2003        709.000        292.000        250.000            119.831                12.1          10.104                   0.000               147.910
     31/12/2004           2004        863.000        465.000        250.000            164.385                18.7          11.398                  51.915                 0.000
     31/12/2005           2005        797.000        417.000        250.000            121.214                11.4           9.439                   0.000               169.383
     31/12/2006           2006       1062.000        629.000        250.000            194.251                29.0          14.954                  49.885                 0.000
     31/12/2007           2007        820.000        481.000        250.000             97.152                 8.7           8.943                   0.000               175.538
     31/12/2008           2008       1033.000        587.000        250.000            202.361                25.9          12.783                  34.881                 0.000
     31/12/2009           2009        861.000        451.000        250.000             85.571                 5.1           5.996                   0.000               146.814
     31/12/2010           2010        678.000        445.000        250.000             55.333                 5.9          10.682                  53.899                 0.000
     31/12/2011           2011        979.000        530.000        250.000            132.584                15.0          11.318                   0.000               135.465
     31/12/2012           2012        823.500        527.000        250.000             64.636                 8.8          13.545                  56.512                 0.000
     31/12/2013           2013        967.000        436.000        250.000            196.036                18.3           9.360                   0.000               143.508
     31/12/2014           2014        950.000        527.000        250.000            140.671                21.7          15.434                  41.180                 0.000
     31/12/2015           2015        813.000        542.000        250.000             59.504                 7.9          13.265                   0.000               157.811
     31/12/2016           2016        956.000        463.000        250.000            152.772                25.7          16.805                  54.419                 0.000
     31/12/2017           2017        946.000        443.000        250.000            144.787                11.9           8.187                   0.000               167.270
     31/12/2018           2018        868.000        451.000        250.000            144.757                24.2          16.713                  52.121                 0.000
     31/12/2019           2019       1070.000        541.000        250.000            146.681                18.3          12.473                   0.000               125.408
