ApsimVersion = 7.9 r0
Title = Huggins_CS_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        668.000        460.000        250.000            437.761                50.7          11.573                  56.686                 0.000
     31/12/1995           1995        876.000        544.000        250.000            465.494               104.7          22.494                   0.000               129.250
     31/12/1996           1996        843.000        552.000        250.000            508.993                79.3          15.584                  59.005                 0.000
     31/12/1997           1997        616.000        457.000        250.000            334.211                21.0           6.282                   0.000               181.633
     31/12/1998           1998        646.000        454.000        250.000            371.187                28.1           7.561                  64.428                 0.000
     31/12/1999           1999        552.000        395.000        250.000            280.861                17.8           6.352                   0.000               174.522
     31/12/2000           2000        686.000        503.000        250.000            396.172                68.0          17.170                  20.325                 0.000
     31/12/2001           2001        798.000        398.000        250.000            455.730               116.1          25.484                   0.000               176.169
     31/12/2002           2002        612.000        467.000        250.000            369.548                65.8          17.801                  52.878                 0.000
     31/12/2003           2003        523.000        369.000        250.000            305.676                21.1           6.889                   0.000               163.229
     31/12/2004           2004        720.500        475.000        250.000            464.277                40.5           8.729                  38.695                 0.000
     31/12/2005           2005        864.000        651.000        250.000            443.134                57.9          13.070                   0.000               178.711
     31/12/2006           2006        676.000        478.000        250.000            422.542                47.2          11.177                  57.365                 0.000
     31/12/2007           2007        711.000        540.000        250.000            425.629                58.4          13.713                   0.000               158.836
     31/12/2008           2008        634.000        386.000        250.000            418.381                52.2          12.475                  64.296                 0.000
     31/12/2009           2009        651.000        501.000        250.000            364.446                43.3          11.886                   0.000               180.208
     31/12/2010           2010        960.000        758.000        250.000            523.974                38.6           7.367                  54.120                 0.000
     31/12/2011           2011        615.000        382.000        250.000            375.460                22.3           5.943                   0.000               177.177
     31/12/2012           2012        687.500        460.000        250.000            380.437                52.3          13.737                  57.481                 0.000
     31/12/2013           2013        576.000        368.000        250.000            396.610                41.0          10.333                   0.000               161.000
     31/12/2014           2014        711.000        486.000        250.000            469.601                66.2          14.089                  55.472                 0.000
     31/12/2015           2015        792.000        601.000        250.000            377.736                56.5          14.959                   0.000               191.175
     31/12/2016           2016        968.500        758.000        250.000            525.895                53.4          10.152                  52.945                 0.000
     31/12/2017           2017        809.000        649.000        250.000            379.668                48.2          12.689                   0.000               165.985
     31/12/2018           2018       1062.000        787.000        250.000            622.040                78.6          12.641                  48.159                 0.000
     31/12/2019           2019        990.000        603.000        250.000            522.581                64.3          12.313                   0.000               172.879
