ApsimVersion = 7.9 r0
Title = Huggins_SC_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        668.000        460.000        250.000            442.511                67.8          15.323                   0.000               176.227
     31/12/1995           1995        876.000        544.000        250.000            548.769               136.0          24.780                  38.741                 0.000
     31/12/1996           1996        843.000        552.000        250.000            432.845                75.9          17.529                   0.000               189.722
     31/12/1997           1997        616.000        457.000        250.000            401.522                34.3           8.549                  55.216                 0.000
     31/12/1998           1998        646.000        454.000        250.000            361.861                27.0           7.457                   0.000               194.216
     31/12/1999           1999        552.000        378.000        250.000            311.233                24.7           7.930                  59.889                 0.000
     31/12/2000           2000        686.000        503.000        250.000            353.454                40.0          11.315                   0.000               192.771
     31/12/2001           2001        798.000        398.000        250.000            516.194                69.5          13.470                  56.179                 0.000
     31/12/2002           2002        612.000        467.000        250.000            340.990                40.2          11.796                   0.000               175.057
     31/12/2003           2003        523.000        368.000        250.000            346.509                46.5          13.407                  54.216                 0.000
     31/12/2004           2004        720.500        510.000        250.000            348.866                32.4           9.285                   0.000               118.726
     31/12/2005           2005        864.000        651.000        250.000            475.428                48.9          10.283                  62.583                 0.000
     31/12/2006           2006        676.000        478.000        250.000            383.037                39.7          10.377                   0.000               142.982
     31/12/2007           2007        711.000        540.000        250.000            452.405                75.4          16.660                  49.158                 0.000
     31/12/2008           2008        634.000        386.000        250.000            363.575                42.8          11.763                   0.000               170.515
     31/12/2009           2009        651.000        501.000        250.000            420.530                42.0           9.994                  49.040                 0.000
     31/12/2010           2010        960.000        760.000        250.000            479.836                76.6          15.962                   0.000               173.257
     31/12/2011           2011        615.000        382.000        250.000            428.553                53.4          12.459                  55.441                 0.000
     31/12/2012           2012        687.500        460.000        250.000            358.698                26.6           7.406                   0.000               138.668
     31/12/2013           2013        576.000        356.000        250.000            430.348                77.3          17.951                  57.970                 0.000
     31/12/2014           2014        711.000        486.000        250.000            394.888                22.8           5.767                   0.000               161.694
     31/12/2015           2015        792.000        601.000        250.000            414.358                57.6          13.900                  17.009                 0.000
     31/12/2016           2016        968.500        758.000        250.000            460.209               103.3          22.437                   0.000               168.619
     31/12/2017           2017        809.000        649.000        250.000            481.077                47.0           9.775                  50.156                 0.000
     31/12/2018           2018       1062.000        787.000        250.000            554.250                90.4          16.307                   0.000               175.849
     31/12/2019           2019        990.000        591.000        250.000            621.768                55.0           8.849                  52.324                 0.000
