ApsimVersion = 7.9 r0
Title = Gilmore_SC_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        767.000        578.000        168.000            323.416                35.0          10.827                   0.000               156.641
     31/12/1995           1995        788.000        462.000        168.000            446.885                42.4           9.492                  39.571                 0.000
     31/12/1996           1996        924.000        694.000        168.000            373.694                27.7           7.401                   0.000               182.515
     31/12/1997           1997        626.000        400.000        168.000            312.545                16.8           5.372                  48.222                 0.000
     31/12/1998           1998        965.000        681.000        168.000            434.105                28.2           6.502                   0.000               157.449
     31/12/1999           1999        787.000        421.000        168.000            423.242                27.4           6.480                  47.802                 0.000
     31/12/2000           2000        625.000        399.000        168.000            274.552                31.7          11.535                   0.000               166.283
     31/12/2001           2001        861.000        510.000        168.000            454.045                38.9           8.567                  38.713                 0.000
     31/12/2002           2002        774.000        623.000        168.000            245.302                21.2           8.638                   0.000               177.449
     31/12/2003           2003        733.000        432.000        168.000            364.524                28.8           7.890                  52.176                 0.000
     31/12/2004           2004        858.500        542.000        168.000            378.963                24.8           6.540                   0.000               195.883
     31/12/2005           2005        802.000        535.000        168.000            408.655                21.8           5.345                  51.787                 0.000
     31/12/2006           2006        696.000        487.000        168.000            326.606                27.4           8.388                   0.000               169.159
     31/12/2007           2007       1086.000        693.000        168.000            604.457                39.7           6.571                  44.087                 0.000
     31/12/2008           2008       1001.000        678.000        168.000            451.800                38.0           8.417                   0.000               172.584
     31/12/2009           2009        817.000        605.000        168.000            453.494                23.0           5.075                  47.089                 0.000
     31/12/2010           2010       1088.000        887.000        168.000            486.977                39.4           8.093                   0.000               171.760
     31/12/2011           2011        591.000        390.000        168.000            326.152                22.6           6.921                  36.717                 0.000
     31/12/2012           2012        620.000        373.000        168.000            189.089                13.1           6.931                   0.000               174.474
     31/12/2013           2013        682.000        374.000        168.000            458.533                39.0           8.499                  46.885                 0.000
     31/12/2014           2014        980.000        789.000        168.000            445.589                36.5           8.180                   0.000               156.280
     31/12/2015           2015       1137.000        714.000        168.000            648.716                26.1           4.029                  35.971                 0.000
     31/12/2016           2016        899.000        663.000        168.000            334.879                28.9           8.641                   0.000               173.183
     31/12/2017           2017        758.000        520.000        168.000            401.592                32.2           8.023                  53.468                 0.000
     31/12/2018           2018       1171.000        868.000        168.000            577.940                56.0           9.682                   0.000               168.337
     31/12/2019           2019        951.000        644.000        168.000            585.563                27.9           4.773                  45.391                 0.000
