ApsimVersion = 7.9 r0
Title = Gilmore_SC_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        767.000        578.000        250.000            323.416                35.0          10.827                   0.000               156.641
     31/12/1995           1995        788.000        462.000        250.000            446.885                42.4           9.492                  39.571                 0.000
     31/12/1996           1996        924.000        694.000        250.000            373.694                27.7           7.401                   0.000               182.515
     31/12/1997           1997        626.000        400.000        250.000            312.545                16.8           5.372                  48.222                 0.000
     31/12/1998           1998        965.000        681.000        250.000            434.105                28.2           6.502                   0.000               157.449
     31/12/1999           1999        787.000        421.000        250.000            423.242                27.4           6.480                  47.802                 0.000
     31/12/2000           2000        625.000        399.000        250.000            274.609                46.9          17.077                   0.000               166.842
     31/12/2001           2001        861.000        510.000        250.000            444.812                58.4          13.124                  38.741                 0.000
     31/12/2002           2002        774.000        623.000        250.000            244.960                37.9          15.472                   0.000               178.116
     31/12/2003           2003        733.000        432.000        250.000            361.170                49.5          13.705                  52.210                 0.000
     31/12/2004           2004        858.500        542.000        250.000            378.673                42.1          11.114                   0.000               192.295
     31/12/2005           2005        802.000        535.000        250.000            392.952                40.9          10.400                  51.848                 0.000
     31/12/2006           2006        696.000        487.000        250.000            326.719                43.9          13.438                   0.000               169.520
     31/12/2007           2007       1086.000        693.000        250.000            598.043                62.7          10.480                  43.951                 0.000
     31/12/2008           2008       1001.000        678.000        250.000            451.215                60.2          13.344                   0.000               173.124
     31/12/2009           2009        817.000        605.000        250.000            440.415                38.6           8.766                  47.145                 0.000
     31/12/2010           2010       1088.000        887.000        250.000            487.274                66.3          13.612                   0.000               171.872
     31/12/2011           2011        591.000        390.000        250.000            318.593                36.5          11.453                  36.764                 0.000
     31/12/2012           2012        620.000        373.000        250.000            188.906                23.6          12.484                   0.000               174.769
     31/12/2013           2013        682.000        374.000        250.000            447.260                69.2          15.476                  46.882                 0.000
     31/12/2014           2014        980.000        789.000        250.000            445.615                64.8          14.550                   0.000               156.473
     31/12/2015           2015       1137.000        714.000        250.000            628.156                44.9           7.140                  35.986                 0.000
     31/12/2016           2016        899.000        663.000        250.000            334.810                48.9          14.596                   0.000               173.601
     31/12/2017           2017        758.000        520.000        250.000            399.076                50.8          12.727                  53.466                 0.000
     31/12/2018           2018       1171.000        868.000        250.000            577.947                88.8          15.372                   0.000               168.472
     31/12/2019           2019        951.000        644.000        250.000            570.422                42.6           7.463                  45.458                 0.000
