ApsimVersion = 7.9 r0
Title = Huggins_SC_112N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        668.000        460.000        112.000            442.511                67.8          15.323                   0.000               176.227
     31/12/1995           1995        876.000        544.000        112.000            548.769               136.0          24.780                  38.741                 0.000
     31/12/1996           1996        843.000        552.000        112.000            432.845                75.9          17.529                   0.000               189.722
     31/12/1997           1997        616.000        457.000        112.000            401.522                34.3           8.549                  55.216                 0.000
     31/12/1998           1998        646.000        454.000        112.000            361.861                27.0           7.457                   0.000               194.216
     31/12/1999           1999        552.000        378.000        112.000            311.233                24.7           7.930                  59.889                 0.000
     31/12/2000           2000        686.000        503.000        112.000            353.533                13.8           3.897                   0.000               192.530
     31/12/2001           2001        798.000        398.000        112.000            524.271                24.3           4.634                  56.586                 0.000
     31/12/2002           2002        612.000        467.000        112.000            341.045                12.9           3.770                   0.000               175.109
     31/12/2003           2003        523.000        368.000        112.000            348.066                15.1           4.349                  54.191                 0.000
     31/12/2004           2004        720.500        510.000        112.000            349.075                 8.3           2.373                   0.000               118.529
     31/12/2005           2005        864.000        651.000        112.000            477.927                14.4           3.016                  62.561                 0.000
     31/12/2006           2006        676.000        478.000        112.000            382.961                20.9           5.450                   0.000               142.920
     31/12/2007           2007        711.000        540.000        112.000            454.975                32.6           7.171                  49.007                 0.000
     31/12/2008           2008        634.000        386.000        112.000            363.541                13.8           3.790                   0.000               170.594
     31/12/2009           2009        651.000        501.000        112.000            423.488                11.5           2.709                  49.041                 0.000
     31/12/2010           2010        960.000        760.000        112.000            479.726                14.2           2.969                   0.000               172.867
     31/12/2011           2011        615.000        382.000        112.000            440.680                17.6           3.993                  55.321                 0.000
     31/12/2012           2012        687.500        460.000        112.000            359.016                10.8           3.015                   0.000               134.907
     31/12/2013           2013        576.000        356.000        112.000            432.012                25.1           5.807                  57.929                 0.000
     31/12/2014           2014        711.000        486.000        112.000            394.967                 7.6           1.912                   0.000               161.475
     31/12/2015           2015        792.000        601.000        112.000            422.845                11.7           2.760                  16.941                 0.000
     31/12/2016           2016        968.500        758.000        112.000            460.437                19.2           4.168                   0.000               168.642
     31/12/2017           2017        809.000        649.000        112.000            497.816                11.9           2.393                  50.642                 0.000
     31/12/2018           2018       1062.000        787.000        112.000            553.944                27.3           4.920                   0.000               175.741
     31/12/2019           2019        990.000        591.000        112.000            630.943                14.2           2.256                  52.341                 0.000
