ApsimVersion = 7.9 r0
Title = Hoffman_SC_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994       1013.000        487.000        168.000            313.053                19.2           6.143                   0.000               168.410
     31/12/1995           1995        794.000        359.000        168.000            395.946                 8.6           2.167                  44.254                 0.000
     31/12/1996           1996        997.000        495.000        168.000            208.309                 3.7           1.767                   0.000               182.574
     31/12/1997           1997        838.000        356.000        168.000            492.064                 9.5           1.933                  55.629                 0.000
     31/12/1998           1998       1112.000        567.000        168.000            211.081                 3.4           1.627                   0.000               186.189
     31/12/1999           1999        847.000        395.000        168.000            399.144                11.1           2.791                  60.199                 0.000
     31/12/2000           2000        970.000        625.000        168.000             49.819                 8.3          16.710                   0.000               182.884
     31/12/2001           2001        977.000        650.000        168.000            359.532                32.2           8.967                  40.246                 0.000
     31/12/2002           2002        960.000        436.000        168.000            157.084                11.0           7.007                   0.000               153.241
     31/12/2003           2003       1133.000        681.000        168.000            342.078                35.9          10.509                  56.396                 0.000
     31/12/2004           2004       1117.000        707.000        168.000            225.526                28.3          12.568                   0.000               197.768
     31/12/2005           2005        990.000        544.000        168.000            299.410                25.6           8.557                  56.055                 0.000
     31/12/2006           2006       1071.000        596.000        168.000            152.138                20.7          13.632                   0.000               171.518
     31/12/2007           2007       1088.000        502.000        168.000            386.500                41.0          10.613                  52.691                 0.000
     31/12/2008           2008       1159.000        614.000        168.000            204.280                16.2           7.936                   0.000               202.648
     31/12/2009           2009       1107.000        483.000        168.000            562.426                40.1           7.134                  70.196                 0.000
     31/12/2010           2010       1015.000        660.000        168.000             94.039                 6.8           7.195                   0.000               163.792
     31/12/2011           2011       1348.000        670.000        168.000            683.669                60.0           8.770                  61.771                 0.000
     31/12/2012           2012        871.500        581.000        168.000             76.635                 3.0           3.971                   0.000                31.408
     31/12/2013           2013       1128.000        499.000        168.000            523.997                51.2           9.776                  52.958                 0.000
     31/12/2014           2014       1287.000        800.000        168.000            326.166                36.5          11.194                   0.000               176.673
     31/12/2015           2015       1203.000        646.000        168.000            587.691                39.8           6.780                  56.886                 0.000
     31/12/2016           2016        988.500        550.000        168.000            157.353                15.4           9.779                   0.000               164.148
     31/12/2017           2017       1279.000        662.000        168.000            537.127                62.2          11.582                  78.497                 0.000
     31/12/2018           2018       1130.000        666.000        168.000            253.779                33.2          13.074                   0.000               175.899
     31/12/2019           2019       1040.000        370.000        168.000            581.342                59.4          10.210                  54.106                 0.000
