ApsimVersion = 7.9 r0
Title = Huggins_SC_168N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        668.000        460.000        168.000            442.511                67.8          15.323                   0.000               176.227
     31/12/1995           1995        876.000        544.000        168.000            548.769               136.0          24.780                  38.741                 0.000
     31/12/1996           1996        843.000        552.000        168.000            432.845                75.9          17.529                   0.000               189.722
     31/12/1997           1997        616.000        457.000        168.000            401.522                34.3           8.549                  55.216                 0.000
     31/12/1998           1998        646.000        454.000        168.000            361.861                27.0           7.457                   0.000               194.216
     31/12/1999           1999        552.000        378.000        168.000            311.233                24.7           7.930                  59.889                 0.000
     31/12/2000           2000        686.000        503.000        168.000            353.477                25.5           7.218                   0.000               192.731
     31/12/2001           2001        798.000        398.000        168.000            521.376                45.1           8.647                  56.579                 0.000
     31/12/2002           2002        612.000        467.000        168.000            341.063                23.9           7.011                   0.000               175.087
     31/12/2003           2003        523.000        368.000        168.000            347.513                27.7           7.959                  54.200                 0.000
     31/12/2004           2004        720.500        510.000        168.000            349.030                19.6           5.629                   0.000               118.691
     31/12/2005           2005        864.000        651.000        168.000            476.981                30.1           6.315                  62.568                 0.000
     31/12/2006           2006        676.000        478.000        168.000            383.007                28.6           7.461                   0.000               142.962
     31/12/2007           2007        711.000        540.000        168.000            453.772                49.1          10.824                  49.066                 0.000
     31/12/2008           2008        634.000        386.000        168.000            363.577                25.7           7.060                   0.000               170.556
     31/12/2009           2009        651.000        501.000        168.000            422.034                22.7           5.383                  49.025                 0.000
     31/12/2010           2010        960.000        760.000        168.000            479.783                36.6           7.627                   0.000               173.074
     31/12/2011           2011        615.000        382.000        168.000            434.980                31.3           7.185                  55.384                 0.000
     31/12/2012           2012        687.500        460.000        168.000            358.733                17.4           4.850                   0.000               138.660
     31/12/2013           2013        576.000        356.000        168.000            431.138                46.5          10.796                  57.952                 0.000
     31/12/2014           2014        711.000        486.000        168.000            394.900                13.2           3.339                   0.000               161.636
     31/12/2015           2015        792.000        601.000        168.000            416.520                29.6           7.113                  16.992                 0.000
     31/12/2016           2016        968.500        758.000        168.000            460.265                55.8          12.117                   0.000               168.622
     31/12/2017           2017        809.000        649.000        168.000            486.259                26.9           5.537                  49.913                 0.000
     31/12/2018           2018       1062.000        787.000        168.000            554.020                51.7           9.335                   0.000               175.807
     31/12/2019           2019        990.000        591.000        168.000            626.994                30.7           4.902                  52.573                 0.000
