ApsimVersion = 7.9 r0
Title = Gold_SC_250N
           Date           year     AnnualRain  InSeason_Rain         n_rate AnnualTileDrainage AnnualTileNleaching NitrateFlowTile SoybeanAnnualYield_BuAc MaizeAnnualYield_BuAc
   (dd/mm/yyyy)         (year)           (mm)           (mm)             ()               (mm)             (kg/ha)              ()                      ()                    ()
     31/12/1994           1994        910.000        541.000        250.000            201.872                16.3           8.082                   0.000                32.574
     31/12/1995           1995        731.000        356.000        250.000            101.004                 3.5           3.486                  51.999                 0.000
     31/12/1996           1996        968.000        504.000        250.000            150.354                 4.5           2.994                   0.000               135.150
     31/12/1997           1997        780.000        435.000        250.000            112.044                 3.1           2.777                  46.015                 0.000
     31/12/1998           1998        710.000        284.000        250.000            141.946                 3.3           2.322                   0.000               109.733
     31/12/1999           1999        796.000        454.000        250.000            103.924                 7.5           7.192                  58.922                 0.000
     31/12/2000           2000        898.000        525.000        250.000            100.780                13.8          13.656                   0.000               130.410
     31/12/2001           2001        791.000        517.000        250.000            137.269                 9.5           6.907                  47.396                 0.000
     31/12/2002           2002        807.000        432.000        250.000             51.448                 2.4           4.650                   0.000               158.941
     31/12/2003           2003        709.000        292.000        250.000            118.616                11.4           9.575                  58.736                 0.000
     31/12/2004           2004        863.000        497.000        250.000            132.753                12.0           9.011                   0.000               145.220
     31/12/2005           2005        797.000        417.000        250.000            132.780                19.0          14.314                  53.540                 0.000
     31/12/2006           2006       1062.000        629.000        250.000            199.693                26.2          13.097                   0.000               167.745
     31/12/2007           2007        820.000        481.000        250.000             97.170                13.0          13.368                  61.343                 0.000
     31/12/2008           2008       1033.000        587.000        250.000            177.261                17.7          10.011                   0.000               138.399
     31/12/2009           2009        861.000        451.000        250.000            145.145                18.1          12.503                  34.776                 0.000
     31/12/2010           2010        678.000        451.000        250.000             44.167                 5.6          12.722                   0.000               141.933
     31/12/2011           2011        979.000        523.000        250.000            174.010                33.5          19.270                  58.773                 0.000
     31/12/2012           2012        823.500        530.000        250.000             76.369                 9.1          11.931                   0.000               103.785
     31/12/2013           2013        967.000        436.000        250.000            209.145                49.1          23.495                  13.983                 0.000
     31/12/2014           2014        950.000        527.000        250.000            100.423                21.5          21.451                   0.000               108.330
     31/12/2015           2015        813.000        537.000        250.000             52.580                 8.7          16.640                  44.814                 0.000
     31/12/2016           2016        956.000        463.000        250.000            138.297                15.4          11.118                   0.000               157.451
     31/12/2017           2017        946.000        443.000        250.000            193.888                34.2          17.627                  51.539                 0.000
     31/12/2018           2018        868.000        459.000        250.000            139.064                17.1          12.312                   0.000               101.528
     31/12/2019           2019       1070.000        541.000        250.000            199.571                27.9          13.981                  51.551                 0.000
